miRNA	Metabolite	coef_Endo2
hsa-miR-1-3p	1-methylguanosine	0.447136309
hsa-miR-152-3p	1-methylguanosine	-0.603849079
hsa-miR-181a-3p	1-methylguanosine	0.338486166
hsa-miR-215-5p	1-methylguanosine	-0.362504464
hsa-miR-23b-5p	1-methylguanosine	-0.586894155
hsa-miR-320d	1-methylguanosine	0.151624367
hsa-miR-628-3p	1-methylguanosine	-0.469559304
hsa-miR-100-5p	1-methylhistamine	0.147505412
hsa-miR-126-3p	1-methylhistamine	-0.262047888
hsa-miR-1287-5p	1-methylhistamine	-0.272951442
hsa-miR-1292-5p	1-methylhistamine	-0.466905381
hsa-miR-151a-5pXhsa-miR-151b	1-methylhistamine	-0.057160971
hsa-miR-194-5p	1-methylhistamine	-0.509399839
hsa-miR-222-3p	1-methylhistamine	-0.106282697
hsa-miR-23b-3p	1-methylhistamine	-0.168735587
hsa-miR-29b-3p	1-methylhistamine	-0.532746685
hsa-miR-30c-5p	1-methylhistamine	-0.159349179
hsa-miR-3143	1-methylhistamine	-0.494419409
hsa-miR-331-3p	1-methylhistamine	-0.262829123
hsa-miR-340-5p	1-methylhistamine	-0.395691721
hsa-miR-3928-3p	1-methylhistamine	-0.182733579
hsa-miR-425-5p	1-methylhistamine	-0.233149087
hsa-miR-589-5p	1-methylhistamine	-0.51645757
hsa-miR-628-3p	1-methylhistamine	-0.379333298
hsa-miR-766-3p	1-methylhistamine	-0.277227374
hsa-miR-769-5p	1-methylhistamine	-0.12855461
hsa-miR-145-3p	1-methylnicotinamide	0.198349668
hsa-miR-363-3p	1-methylnicotinamide	0.156118405
hsa-miR-432-5p	1-methylnicotinamide	-0.367582623
hsa-miR-769-5p	1-methylnicotinamide	-0.165190281
hsa-let-7f-5p	20-Hydroxy-N-Arachidonoyl Taurine	-0.008427435
hsa-miR-103a-3p	20-Hydroxy-N-Arachidonoyl Taurine	-0.200939965
hsa-miR-1246	20-Hydroxy-N-Arachidonoyl Taurine	-0.241838321
hsa-miR-222-3p	20-Hydroxy-N-Arachidonoyl Taurine	-0.172715647
hsa-miR-22-3p	20-Hydroxy-N-Arachidonoyl Taurine	-0.125875859
hsa-miR-26a-5p	20-Hydroxy-N-Arachidonoyl Taurine	-0.067716893
hsa-miR-4433b-5p	20-Hydroxy-N-Arachidonoyl Taurine	-0.222834674
hsa-miR-4446-3p	20-Hydroxy-N-Arachidonoyl Taurine	-0.332885353
hsa-miR-584-5p	20-Hydroxy-N-Arachidonoyl Taurine	-0.147813192
hsa-miR-605-3p	20-Hydroxy-N-Arachidonoyl Taurine	0.327304216
hsa-let-7i-5p	piperine	0.226710054
hsa-miR-766-5p	20-Hydroxy-N-Arachidonoyl Taurine	-0.232467536
hsa-let-7i-5p	PC(P-36:4)/PC(O-36:5)	0.22622194
hsa-let-7e-5p	2-Aminoadipic acid	0.221931986
hsa-miR-10399-3p	2-Aminoadipic acid	0.050054113
hsa-miR-10527-5p	2-Aminoadipic acid	0.200056293
hsa-miR-10a-5p	2-Aminoadipic acid	-0.045094757
hsa-miR-11400	2-Aminoadipic acid	0.038092599
hsa-miR-125b-2-3p	2-Aminoadipic acid	0.200433295
hsa-miR-128-3p	2-Aminoadipic acid	0.328001086
hsa-miR-1292-5p	2-Aminoadipic acid	0.027343003
hsa-miR-1307-5p	2-Aminoadipic acid	0.182757003
hsa-miR-130b-5p	2-Aminoadipic acid	0.250044361
hsa-miR-1-3p	2-Aminoadipic acid	0.061464587
hsa-miR-144-5p	2-Aminoadipic acid	0.076622086
hsa-miR-1468-5p	2-Aminoadipic acid	0.094036786
hsa-miR-146b-3p	2-Aminoadipic acid	0.3187913
hsa-miR-148a-5p	2-Aminoadipic acid	0.101047116
hsa-miR-155-5p	2-Aminoadipic acid	0.068243514
hsa-miR-15b-3p	2-Aminoadipic acid	0.09350005
hsa-miR-17-5p	2-Aminoadipic acid	0.240814497
hsa-miR-181c-5p	2-Aminoadipic acid	0.165563184
hsa-miR-193a-5p	2-Aminoadipic acid	0.014424567
hsa-miR-19b-3p	2-Aminoadipic acid	0.181854885
hsa-miR-206	2-Aminoadipic acid	0.217487872
hsa-miR-221-5p	2-Aminoadipic acid	0.160452027
hsa-miR-22-5p	2-Aminoadipic acid	0.06172859
hsa-miR-2355-3p	2-Aminoadipic acid	0.000714255
hsa-miR-26b-3p	2-Aminoadipic acid	0.313788959
hsa-miR-29b-3p	2-Aminoadipic acid	0.195539197
hsa-miR-30b-5p	2-Aminoadipic acid	0.140336979
hsa-miR-3143	2-Aminoadipic acid	0.113356792
hsa-miR-3177-3p	2-Aminoadipic acid	0.037016504
hsa-miR-320a-3p	2-Aminoadipic acid	0.134121475
hsa-miR-320b	2-Aminoadipic acid	0.14941887
hsa-miR-320c	2-Aminoadipic acid	0.218797805
hsa-miR-320e	2-Aminoadipic acid	0.106998407
hsa-miR-323a-3p	2-Aminoadipic acid	0.314309148
hsa-miR-326	2-Aminoadipic acid	0.375264951
hsa-miR-335-3p	2-Aminoadipic acid	0.293822752
hsa-miR-338-5p	2-Aminoadipic acid	0.183659148
hsa-miR-339-3p	2-Aminoadipic acid	0.1260336
hsa-miR-3615	2-Aminoadipic acid	0.340985192
hsa-miR-3688-3p	2-Aminoadipic acid	0.210403961
hsa-miR-370-3p	2-Aminoadipic acid	0.067168431
hsa-miR-374a-3p	2-Aminoadipic acid	0.084018268
hsa-miR-379-5p	2-Aminoadipic acid	0.089890288
hsa-miR-381-3p	2-Aminoadipic acid	0.090397521
hsa-miR-382-5p	2-Aminoadipic acid	0.0592005
hsa-miR-3928-3p	2-Aminoadipic acid	0.102926668
hsa-miR-410-3p	2-Aminoadipic acid	0.054375693
hsa-miR-4433b-3p	2-Aminoadipic acid	0.21926554
hsa-miR-450a-5p	2-Aminoadipic acid	0.077847774
hsa-miR-4659a-3p	2-Aminoadipic acid	0.270845376
hsa-miR-4659b-3p	2-Aminoadipic acid	0.146740188
hsa-miR-4732-3p	2-Aminoadipic acid	0.143230446
hsa-miR-4732-5p	2-Aminoadipic acid	0.511185724
hsa-miR-485-5p	2-Aminoadipic acid	0.343990305
hsa-miR-502-3p	2-Aminoadipic acid	0.145408041
hsa-miR-503-5p	2-Aminoadipic acid	0.02909684
hsa-miR-505-3p	2-Aminoadipic acid	0.169393634
hsa-miR-505-5p	2-Aminoadipic acid	0.199478274
hsa-miR-548av-5pXhsa-miR-548k	2-Aminoadipic acid	0.251487607
hsa-miR-548e-3p	2-Aminoadipic acid	0.075756438
hsa-miR-576-3p	2-Aminoadipic acid	0.331416218
hsa-miR-629-5p	2-Aminoadipic acid	0.295843501
hsa-miR-642a-3p	2-Aminoadipic acid	0.187813213
hsa-miR-652-3p	2-Aminoadipic acid	0.192805402
hsa-miR-100-5p	Arachidonic acid	-0.278195807
hsa-miR-654-5p	2-Aminoadipic acid	0.146574625
hsa-miR-671-3p	2-Aminoadipic acid	0.142250504
hsa-miR-6842-3p	2-Aminoadipic acid	0.205629754
hsa-miR-760	2-Aminoadipic acid	0.093511064
hsa-miR-766-5p	2-Aminoadipic acid	0.307274588
hsa-miR-769-5p	2-Aminoadipic acid	0.249867365
hsa-miR-7706	2-Aminoadipic acid	0.106244842
hsa-miR-7976	2-Aminoadipic acid	0.361930795
hsa-miR-873-5p	2-Aminoadipic acid	0.113768558
hsa-miR-100-5p	2-Aminoadipic acid	0.023482018
hsa-miR-885-5p	2-Aminoadipic acid	0.123056044
hsa-miR-92b-5p	2-Aminoadipic acid	0.228350154
hsa-miR-95-3p	2-Aminoadipic acid	0.164779421
hsa-miR-4454	2-aminohippuric acid	0.245038592
hsa-miR-107	2-aminoisobutyric acid	-0.094924055
hsa-miR-11400	2-aminoisobutyric acid	-0.38780565
hsa-miR-126-3p	2-aminoisobutyric acid	-0.257330887
hsa-miR-127-3p	2-aminoisobutyric acid	-0.202254154
hsa-miR-136-3p	2-aminoisobutyric acid	-0.536593572
hsa-miR-148b-3p	2-aminoisobutyric acid	-0.107647216
hsa-miR-151a-5p	2-aminoisobutyric acid	-0.264174561
hsa-miR-151a-5pXhsa-miR-151b	2-aminoisobutyric acid	-0.082739626
hsa-miR-181c-5p	2-aminoisobutyric acid	-0.304077179
hsa-miR-221-3p	2-aminoisobutyric acid	-0.553225816
hsa-miR-26a-5p	2-aminoisobutyric acid	-0.09009593
hsa-miR-326	2-aminoisobutyric acid	-0.301335457
hsa-miR-3928-3p	2-aminoisobutyric acid	-0.173136151
hsa-miR-493-5p	2-aminoisobutyric acid	-0.525599483
hsa-miR-548av-5pXhsa-miR-548k	2-aminoisobutyric acid	-0.261892474
hsa-miR-664a-5p	2-aminoisobutyric acid	-0.126592105
hsa-miR-873-5p	2-aminoisobutyric acid	-0.313403906
hsa-miR-127-3p	2-aminooctanoate	-0.148827612
hsa-miR-127-3p	2-aminooctanoate	-0.101230617
hsa-miR-1307-5p	2-aminooctanoate	0.168791749
hsa-miR-193b-5p	2-aminooctanoate	-0.417388748
hsa-miR-206	2-aminooctanoate	0.369253123
hsa-miR-339-5p	2-aminooctanoate	0.245985
hsa-miR-339-5p	2-aminooctanoate	0.260616771
hsa-miR-374a-3p	2-aminooctanoate	0.332038451
hsa-miR-409-3p	2-aminooctanoate	-0.370917024
hsa-miR-409-3p	2-aminooctanoate	-0.438631661
hsa-miR-642a-3p	2-aminooctanoate	0.467286733
hsa-miR-101-3p	deoxycholate	0.270829376
hsa-miR-642a-3p	2-aminooctanoate	0.513805925
hsa-miR-660-5p	2-aminooctanoate	0.103438187
hsa-miR-99b-5p	2-aminooctanoate	-0.013223071
hsa-let-7b-5p	2-Deoxyuridine	0.089726345
hsa-miR-29c-3p	2-Deoxyuridine	-0.242367045
hsa-miR-320b	2-Deoxyuridine	0.098382634
hsa-miR-4446-3p	2-Deoxyuridine	0.234765147
hsa-let-7i-3p	2-Hydroxybutyric acid	-0.121414554
hsa-miR-106a-5p	2-Hydroxybutyric acid	-0.172033202
hsa-miR-1180-3p	2-Hydroxybutyric acid	-0.205304492
hsa-miR-1255b-5p	2-Hydroxybutyric acid	-0.233195715
hsa-miR-145-3p	2-Hydroxybutyric acid	0.387478078
hsa-miR-1908-5p	2-Hydroxybutyric acid	-0.290749783
hsa-miR-200b-3p	2-Hydroxybutyric acid	-0.105281171
hsa-miR-2355-5p	2-Hydroxybutyric acid	-0.252316955
hsa-miR-23b-5p	2-Hydroxybutyric acid	-0.075184435
hsa-miR-26b-5p	2-Hydroxybutyric acid	-0.086950146
hsa-miR-30d-5p	2-Hydroxybutyric acid	-0.067290864
hsa-miR-3158-3p	2-Hydroxybutyric acid	-0.355233359
hsa-miR-32-5p	2-Hydroxybutyric acid	-0.441252441
hsa-miR-335-3p	2-Hydroxybutyric acid	0.515759012
hsa-miR-3688-3p	2-Hydroxybutyric acid	-0.219474919
hsa-miR-410-3p	2-Hydroxybutyric acid	-0.541891044
hsa-miR-424-5p	2-Hydroxybutyric acid	-0.231104746
hsa-miR-493-3p	2-Hydroxybutyric acid	-0.253450036
hsa-miR-493-5p	2-Hydroxybutyric acid	-0.458412481
hsa-miR-10399-3p	Aspartic acid	1.576434635
hsa-miR-5010-5p	2-Hydroxybutyric acid	-0.377196235
hsa-miR-574-3p	2-Hydroxybutyric acid	-0.038350987
hsa-miR-651-5p	2-Hydroxybutyric acid	-0.280934096
hsa-miR-766-5p	2-Hydroxybutyric acid	-0.08762294
hsa-miR-889-3p	2-Hydroxybutyric acid	-0.438330069
hsa-miR-99a-5p	2-Hydroxybutyric acid	0.043373919
hsa-miR-99b-5p	2-Hydroxybutyric acid	0.164418431
hsa-miR-122-5p	2-Hydroxyglutaric acid	0.145049432
hsa-miR-125b-2-3p	2-Hydroxyglutaric acid	0.265280823
hsa-miR-143-3p	2-Hydroxyglutaric acid	0.09645894
hsa-miR-181c-3p	2-Hydroxyglutaric acid	0.485894956
hsa-miR-199b-5p	2-Hydroxyglutaric acid	0.417305227
hsa-miR-22-3p	2-Hydroxyglutaric acid	-0.162794524
hsa-miR-27a-5p	2-Hydroxyglutaric acid	0.474784591
hsa-miR-371b-5p	2-Hydroxyglutaric acid	0.26134648
hsa-miR-4732-3p	2-Hydroxyglutaric acid	-0.097228945
hsa-miR-584-5p	2-Hydroxyglutaric acid	-0.175489195
hsa-miR-92a-3p	2-Hydroxyglutaric acid	-0.060160287
hsa-miR-941	2-Hydroxyglutaric acid	0.419800511
hsa-let-7b-5p	2-hydroxyhexadecanoate	-0.13384185
hsa-miR-100-5p	2-hydroxyhexadecanoate	0.115418185
hsa-miR-103a-3p	2-hydroxyhexadecanoate	-0.301383252
hsa-miR-1292-5p	2-hydroxyhexadecanoate	-0.210447449
hsa-miR-136-3p	2-hydroxyhexadecanoate	-0.368368159
hsa-miR-1908-5p	2-hydroxyhexadecanoate	-0.198466289
hsa-miR-221-3p	2-hydroxyhexadecanoate	-0.258978574
hsa-miR-222-3p	2-hydroxyhexadecanoate	-0.302630088
hsa-miR-2355-5p	2-hydroxyhexadecanoate	-0.176065194
hsa-miR-26a-5p	2-hydroxyhexadecanoate	-0.10105772
hsa-miR-30e-5p	2-hydroxyhexadecanoate	-0.091589056
hsa-miR-320a-3p	2-hydroxyhexadecanoate	-0.139496883
hsa-miR-320e	2-hydroxyhexadecanoate	-0.172252199
hsa-miR-10399-5p	HETE	1.271361502
hsa-miR-370-3p	2-hydroxyhexadecanoate	-0.328875266
hsa-miR-411-5p	2-hydroxyhexadecanoate	-0.379067287
hsa-miR-483-5p	2-hydroxyhexadecanoate	0.457597331
hsa-miR-577	2-hydroxyhexadecanoate	-0.247444032
hsa-miR-766-5p	2-hydroxyhexadecanoate	-0.238576392
hsa-miR-873-3p	2-hydroxyhexadecanoate	0.442556005
hsa-miR-99a-5p	2-hydroxyhexadecanoate	0.1112598
hsa-miR-193b-5p	2-hydroxyoctanoate	-0.366272229
hsa-miR-206	2-hydroxyoctanoate	0.49695785
hsa-miR-26a-5p	2-hydroxyoctanoate	-0.05485706
hsa-miR-323b-3p	2-hydroxyoctanoate	-0.25617792
hsa-miR-10399-5p	Aspartic acid	1.611900215
hsa-miR-331-3p	2-hydroxyoctanoate	-0.253204871
hsa-miR-409-3p	2-hydroxyoctanoate	-0.445774171
hsa-miR-411-5p	2-hydroxyoctanoate	-0.296599255
hsa-miR-654-3p	2-hydroxyoctanoate	-0.388948549
hsa-let-7g-5p	2-ketoisovaleric acid KIV	-0.172557619
hsa-miR-100-5p	2-ketoisovaleric acid KIV	0.17725494
hsa-miR-103a-3p	2-ketoisovaleric acid KIV	-0.127906521
hsa-miR-107	2-ketoisovaleric acid KIV	-0.232213002
hsa-miR-125b-5p	2-ketoisovaleric acid KIV	0.162230531
hsa-miR-126-5p	2-ketoisovaleric acid KIV	-0.250359881
hsa-miR-139-5p	2-ketoisovaleric acid KIV	-0.40410069
hsa-miR-16-5p	2-ketoisovaleric acid KIV	-0.280652694
hsa-miR-20a-5p	2-ketoisovaleric acid KIV	-0.36062832
hsa-miR-223-3p	2-ketoisovaleric acid KIV	-0.492177676
hsa-miR-26b-5p	2-ketoisovaleric acid KIV	-0.078560698
hsa-miR-27a-3p	2-ketoisovaleric acid KIV	-0.196015848
hsa-miR-32-5p	2-ketoisovaleric acid KIV	-0.641027539
hsa-miR-339-5p	2-ketoisovaleric acid KIV	-0.603506332
hsa-miR-3615	2-ketoisovaleric acid KIV	-0.431484098
hsa-miR-374a-3p	2-ketoisovaleric acid KIV	-0.311023001
hsa-miR-625-5p	2-ketoisovaleric acid KIV	-0.476374246
hsa-miR-651-5p	2-ketoisovaleric acid KIV	-0.263551381
hsa-miR-99b-5p	2-ketoisovaleric acid KIV	0.144223363
hsa-let-7g-5p	3-Hydroxybutyric acid	0.47278275
hsa-miR-15b-5p	3-Hydroxybutyric acid	-0.486160736
hsa-miR-1468-5p	3-hydroxydecanoate	-0.276006768
hsa-miR-15b-5p	3-hydroxydecanoate	-0.349494125
hsa-miR-222-3p	3-hydroxydecanoate	-0.310128875
hsa-miR-340-3p	3-hydroxydecanoate	-0.435074455
hsa-miR-505-3p	3-hydroxydecanoate	-0.225986687
hsa-miR-543	3-hydroxydecanoate	-0.259733626
hsa-miR-10a-5p	3-hydroxyhexanoate	0.051586243
hsa-miR-1292-5p	3-hydroxyhexanoate	-0.228765471
hsa-miR-130b-5p	3-hydroxyhexanoate	-0.343499304
hsa-miR-1468-5p	3-hydroxyhexanoate	-0.50207572
hsa-miR-150-3p	3-hydroxyhexanoate	-0.240587305
hsa-miR-15b-5p	3-hydroxyhexanoate	-0.430488074
hsa-miR-16-2-3p	3-hydroxyhexanoate	-0.245527031
hsa-miR-103a-3p	palmitoyl-EA	-0.520182804
hsa-miR-1908-5p	3-hydroxyhexanoate	-0.343713787
hsa-miR-193b-5p	3-hydroxyhexanoate	-0.418031012
hsa-miR-19b-3p	3-hydroxyhexanoate	-0.289392878
hsa-miR-221-3p	3-hydroxyhexanoate	-0.298954667
hsa-miR-221-5p	3-hydroxyhexanoate	-0.384467446
hsa-miR-222-3p	3-hydroxyhexanoate	-0.277312499
hsa-miR-2355-5p	3-hydroxyhexanoate	-0.483214783
hsa-miR-25-3p	3-hydroxyhexanoate	-0.244400593
hsa-miR-30b-5p	3-hydroxyhexanoate	-0.198981089
hsa-miR-30c-5p	3-hydroxyhexanoate	-0.333706596
hsa-miR-500a-3p	3-hydroxyhexanoate	-0.191315178
hsa-miR-502-3p	3-hydroxyhexanoate	-0.073088261
hsa-miR-505-3p	3-hydroxyhexanoate	-0.459855868
hsa-miR-654-3p	3-hydroxyhexanoate	-0.487354421
hsa-miR-766-5p	3-hydroxyhexanoate	-0.2516652
hsa-miR-7706	3-hydroxyhexanoate	-0.056614083
hsa-miR-885-5p	3-hydroxyhexanoate	-0.298361421
hsa-miR-942-5p	3-hydroxyhexanoate	-0.325833369
hsa-miR-125b-1-3p	3-hydroxyoctanoate	-0.001746911
hsa-miR-128-3p	3-hydroxyoctanoate	-0.438809135
hsa-miR-141-3p	3-hydroxyoctanoate	-0.33318715
hsa-miR-103a-3p	7-dehydro-desmosterol	0.385727415
hsa-miR-142-3p	3-hydroxyoctanoate	-0.20827232
hsa-miR-1468-5p	3-hydroxyoctanoate	-0.406250965
hsa-miR-15a-5p	3-hydroxyoctanoate	-0.434408082
hsa-miR-15b-5p	3-hydroxyoctanoate	-0.461240976
hsa-miR-16-2-3p	3-hydroxyoctanoate	-0.265519652
hsa-miR-181a-2-3p	3-hydroxyoctanoate	-0.382319271
hsa-miR-193b-5p	3-hydroxyoctanoate	-0.377407318
hsa-miR-199a-5p	3-hydroxyoctanoate	-0.207346594
hsa-miR-19b-3p	3-hydroxyoctanoate	-0.259237067
hsa-miR-214-3p	3-hydroxyoctanoate	-0.324612559
hsa-miR-222-3p	3-hydroxyoctanoate	-0.339265816
hsa-miR-224-5p	3-hydroxyoctanoate	-0.446500378
hsa-miR-23b-3p	3-hydroxyoctanoate	-0.213111481
hsa-miR-29b-3p	3-hydroxyoctanoate	-0.22523588
hsa-miR-30b-5p	3-hydroxyoctanoate	-0.217243347
hsa-miR-331-3p	3-hydroxyoctanoate	-0.450110433
hsa-miR-340-3p	3-hydroxyoctanoate	-0.578768128
hsa-miR-361-3p	3-hydroxyoctanoate	-0.373639457
hsa-miR-374b-5p	3-hydroxyoctanoate	-0.500289747
hsa-miR-425-5p	3-hydroxyoctanoate	-0.283409086
hsa-miR-502-3p	3-hydroxyoctanoate	-0.034102238
hsa-miR-503-5p	3-hydroxyoctanoate	-0.335256703
hsa-miR-505-3p	3-hydroxyoctanoate	-0.432388611
hsa-miR-577	3-hydroxyoctanoate	-0.464823008
hsa-miR-654-3p	3-hydroxyoctanoate	-0.439642937
hsa-miR-942-5p	3-hydroxyoctanoate	-0.489815167
hsa-let-7e-5p	3-methyladipate	-0.216839188
hsa-miR-106b-3p	3-methyladipate	-0.15325071
hsa-miR-1271-5p	3-methyladipate	-0.259072106
hsa-miR-1290	3-methyladipate	-0.181720911
hsa-miR-130b-5p	3-methyladipate	-0.662818344
hsa-miR-148b-3p	3-methyladipate	-0.202653534
hsa-mir-151b	3-methyladipate	-0.107810459
hsa-miR-181a-3p	3-methyladipate	-0.209149558
hsa-miR-185-5p	3-methyladipate	-0.216137854
hsa-miR-193b-5p	3-methyladipate	-0.390413276
hsa-miR-215-5p	3-methyladipate	-0.293082866
hsa-miR-221-5p	3-methyladipate	-0.300062318
hsa-miR-24-3p	3-methyladipate	0.136120923
hsa-miR-323b-3p	3-methyladipate	-0.406785576
hsa-miR-342-5p	3-methyladipate	-0.209494279
hsa-miR-3605-5p	3-methyladipate	-0.153076068
hsa-miR-485-5p	3-methyladipate	-0.441795313
hsa-miR-543	3-methyladipate	-0.61602257
hsa-miR-574-5p	3-methyladipate	-0.443628139
hsa-miR-642a-3p	3-methyladipate	-0.461091577
hsa-miR-766-5p	3-methyladipate	-0.432548615
hsa-miR-874-3p	3-methyladipate	-0.589648681
hsa-miR-93-5p	3-methyladipate	0.404398529
hsa-miR-125b-5p	3-methylhistidine	0.141245874
hsa-miR-145-3p	3-methylhistidine	0.121461804
hsa-miR-182-5p	3-methylhistidine	0.071969225
hsa-miR-192-5p	3-methylhistidine	-0.069480522
hsa-miR-26b-5p	3-methylhistidine	-0.239357877
hsa-miR-3158-3p	3-methylhistidine	-0.411949409
hsa-miR-92b-3p	3-methylhistidine	-0.096093831
hsa-let-7a-3p	4-acetamidobutanoate	0.2939769
hsa-miR-10399-3p	4-acetamidobutanoate	0.481492184
hsa-miR-10399-5p	4-acetamidobutanoate	0.326417847
hsa-miR-10527-5p	4-acetamidobutanoate	0.421140884
hsa-miR-106b-5p	4-acetamidobutanoate	0.352717235
hsa-miR-10527-5p	arginine	-0.212914096
hsa-miR-10a-5p	4-acetamidobutanoate	-0.11778191
hsa-miR-1180-3p	4-acetamidobutanoate	0.64281097
hsa-miR-125a-3p	4-acetamidobutanoate	0.290128275
hsa-miR-125a-5p	4-acetamidobutanoate	-0.230548377
hsa-miR-1292-5p	4-acetamidobutanoate	0.351376283
hsa-miR-1307-3p	4-acetamidobutanoate	0.538512871
hsa-miR-130a-3p	4-acetamidobutanoate	0.180591171
hsa-miR-130b-3p	4-acetamidobutanoate	0.512807601
hsa-miR-145-5p	4-acetamidobutanoate	0.373949102
hsa-miR-148a-5p	4-acetamidobutanoate	0.422410876
hsa-miR-15a-5p	4-acetamidobutanoate	0.3280684
hsa-miR-15b-3p	4-acetamidobutanoate	0.435355992
hsa-miR-17-5p	4-acetamidobutanoate	0.285553062
hsa-miR-181a-2-3p	4-acetamidobutanoate	0.346183972
hsa-miR-181a-3p	4-acetamidobutanoate	0.137791194
hsa-miR-181c-3p	4-acetamidobutanoate	0.380273327
hsa-miR-193a-5p	4-acetamidobutanoate	0.321547579
hsa-miR-19a-3p	4-acetamidobutanoate	0.289024262
hsa-miR-21-3p	4-acetamidobutanoate	0.287576034
hsa-miR-2355-3p	4-acetamidobutanoate	0.347942823
hsa-miR-25-5p	4-acetamidobutanoate	0.502954393
hsa-miR-26b-3p	4-acetamidobutanoate	0.441624213
hsa-miR-28-5p	4-acetamidobutanoate	0.219081246
hsa-miR-29c-3p	4-acetamidobutanoate	0.355752936
hsa-miR-3143	4-acetamidobutanoate	0.312473831
hsa-miR-32-5p	4-acetamidobutanoate	0.508347134
hsa-miR-338-5p	4-acetamidobutanoate	0.287834556
hsa-miR-3605-3p	4-acetamidobutanoate	0.459845268
hsa-miR-379-5p	4-acetamidobutanoate	0.338820053
hsa-miR-410-3p	4-acetamidobutanoate	0.419552333
hsa-miR-424-3p	4-acetamidobutanoate	0.406279975
hsa-miR-424-5p	4-acetamidobutanoate	0.135684117
hsa-miR-451a	4-acetamidobutanoate	0.224088867
hsa-miR-106a-5p	acetaminophen	0.828531887
hsa-miR-454-5p	4-acetamidobutanoate	0.444298186
hsa-miR-4677-3p	4-acetamidobutanoate	0.363890517
hsa-miR-4738-3p	4-acetamidobutanoate	0.47298256
hsa-miR-505-3p	4-acetamidobutanoate	0.31899761
hsa-miR-532-5p	4-acetamidobutanoate	0.46527066
hsa-miR-548av-3pXhsa-miR-548o-3p	4-acetamidobutanoate	0.480171374
hsa-miR-548e-3p	4-acetamidobutanoate	0.194227261
hsa-miR-576-3p	4-acetamidobutanoate	0.46781055
hsa-miR-576-5p	4-acetamidobutanoate	0.335894504
hsa-miR-642a-3p	4-acetamidobutanoate	0.241673584
hsa-miR-660-5p	4-acetamidobutanoate	0.319479962
hsa-miR-7-5p	4-acetamidobutanoate	0.176171248
hsa-miR-766-3p	4-acetamidobutanoate	0.457495465
hsa-miR-873-5p	4-acetamidobutanoate	0.158582887
hsa-miR-874-3p	4-acetamidobutanoate	0.554354814
hsa-miR-106a-5p	15-HETE	0.850699621
hsa-miR-95-3p	4-acetamidobutanoate	0.284030105
hsa-miR-99b-5p	4-acetamidobutanoate	-0.173754311
hsa-let-7f-5p	4-hydroxystyrene	0.0938401
hsa-miR-21-5p	4-hydroxystyrene	0.159126036
hsa-miR-23c	4-hydroxystyrene	-0.051944928
hsa-miR-424-3p	4-hydroxystyrene	0.068963807
hsa-miR-454-5p	4-hydroxystyrene	0.182987137
hsa-miR-500b-3p	4-hydroxystyrene	-0.311316247
hsa-miR-873-3p	4-hydroxystyrene	0.470906616
hsa-miR-106a-5p	12-HETE	0.910195437
hsa-miR-96-5p	4-hydroxystyrene	-0.270530893
hsa-miR-145-5p	5-acetylamino-6-amino-3-methyluracil	0.549471318
hsa-miR-320c	5-acetylamino-6-amino-3-methyluracil	-0.261548275
hsa-miR-106a-5p	MG(16:1)	-0.206732706
hsa-miR-548av-3pXhsa-miR-548o-3p	5-acetylamino-6-amino-3-methyluracil	0.259580238
hsa-miR-625-5p	5-acetylamino-6-amino-3-methyluracil	0.527571427
hsa-miR-629-5p	5-acetylamino-6-amino-3-methyluracil	-0.346859357
hsa-miR-150-5p	5-dodecenoate	0.520627132
hsa-miR-181d-5p	5-dodecenoate	0.712644727
hsa-miR-374a-5p	5-dodecenoate	0.650163913
hsa-miR-4732-3p	5-dodecenoate	-0.133573946
hsa-miR-505-3p	5-dodecenoate	-0.185425545
hsa-miR-584-5p	5-dodecenoate	-0.217645844
hsa-miR-654-5p	5-dodecenoate	-0.458924126
hsa-let-7c-5p	5-Oxo-ETE	-0.136747958
hsa-let-7e-5p	5-Oxo-ETE	-0.254269005
hsa-miR-106b-3p	PE(40:6)	0.579887478
hsa-miR-10527-5p	5-Oxo-ETE	-0.093036064
hsa-miR-1255b-5p	5-Oxo-ETE	-0.201348274
hsa-miR-125a-3p	5-Oxo-ETE	-0.091186459
hsa-miR-125b-1-3p	5-Oxo-ETE	-0.145377933
hsa-miR-1-3p	5-Oxo-ETE	-0.10947853
hsa-miR-146b-3p	5-Oxo-ETE	-0.217979039
hsa-miR-206	5-Oxo-ETE	-0.421974704
hsa-miR-221-5p	5-Oxo-ETE	-0.045107514
hsa-miR-222-3p	5-Oxo-ETE	-0.006314811
hsa-miR-2355-5p	5-Oxo-ETE	-0.091080083
hsa-miR-28-5p	5-Oxo-ETE	-0.032507435
hsa-miR-29a-3p	5-Oxo-ETE	0.282579368
hsa-miR-106b-3p	taurine	0.680792891
hsa-miR-3177-3p	5-Oxo-ETE	-0.051030922
hsa-miR-4454	5-Oxo-ETE	-0.174837974
hsa-miR-4659a-3p	5-Oxo-ETE	-0.108959295
hsa-miR-5010-5p	5-Oxo-ETE	-0.228136232
hsa-miR-505-3p	5-Oxo-ETE	-0.043999548
hsa-miR-574-3p	5-Oxo-ETE	-0.28736047
hsa-miR-654-5p	5-Oxo-ETE	-0.215564811
hsa-miR-874-3p	5-Oxo-ETE	-0.011315014
hsa-let-7a-3p	7-dehydro-desmosterol	0.440220495
