miRNA	Metabolite	coef_Endo2
hsa-miR-144-5p	TG(51:3)	-0.365526889
hsa-miR-15b-3p	TG(51:3)	-0.612640364
hsa-miR-16-2-3p	TG(51:3)	-0.26793623
hsa-miR-181a-3p	TG(51:3)	-0.415029984
hsa-miR-181a-5p	TG(51:3)	-0.172087358
hsa-miR-181c-3p	TG(51:3)	-0.501483981
hsa-miR-185-5p	TG(51:3)	-0.239245866
hsa-miR-194-5p	TG(51:3)	-0.421270445
hsa-miR-19a-3p	TG(51:3)	-0.479080281
hsa-miR-21-5p	TG(51:3)	-0.177304514
hsa-miR-26b-5p	TG(51:3)	-0.165174654
hsa-miR-27a-5p	TG(51:3)	-0.66892729
hsa-miR-28-5p	TG(51:3)	-0.508119073
hsa-miR-30d-5p	TG(51:3)	-0.127337993
hsa-miR-3177-3p	TG(51:3)	-0.532888346
hsa-miR-331-5p	TG(51:3)	-0.455473616
hsa-miR-338-3p	TG(51:3)	-0.306953823
hsa-miR-339-3p	TG(51:3)	-0.438661502
hsa-miR-766-5p	12-HETE	0.898516964
hsa-miR-3688-3p	TG(51:3)	-0.405825372
hsa-miR-421	TG(51:3)	-0.149727055
hsa-miR-4454	TG(51:3)	-0.478170576
hsa-miR-451a	TG(51:3)	-0.207364672
hsa-miR-4659a-3p	TG(51:3)	-0.238586616
hsa-miR-500b-3p	TG(51:3)	0.30584324
hsa-miR-503-5p	TG(51:3)	-0.521638794
hsa-miR-532-5p	TG(51:3)	-0.471327838
hsa-miR-625-3p	TG(51:3)	-0.518972247
hsa-miR-6852-5p	TG(51:3)	-0.38423233
hsa-miR-744-5p	TG(51:3)	-0.359558277
hsa-miR-98-5p	TG(51:3)	-0.540454919
hsa-miR-99a-5p	TG(51:3)	0.171827036
hsa-miR-99b-5p	TG(51:3)	0.222024529
hsa-miR-126-5p	TG(52:0)	-0.426419655
hsa-miR-181a-5p	TG(52:0)	-0.296144952
hsa-miR-30b-5p	TG(52:0)	-0.603921811
hsa-miR-494-3p	TG(52:0)	-0.810671673
hsa-miR-503-5p	TG(52:0)	-0.704410498
hsa-miR-642a-3p	TG(52:0)	-0.598662133
hsa-miR-889-3p	TG(52:0)	-0.629512363
hsa-miR-126-5p	TG(52:1)	-0.426419627
hsa-miR-146a-5p	TG(52:1)	-0.10578738
hsa-miR-150-5p	TG(52:1)	-0.408729694
hsa-miR-181a-5p	TG(52:1)	-0.333555981
hsa-miR-30b-5p	TG(52:1)	-0.480119005
hsa-miR-4454	TG(52:1)	-0.283472739
hsa-miR-494-3p	TG(52:1)	-0.746430595
hsa-miR-503-5p	TG(52:1)	-0.762976466
hsa-miR-642a-3p	TG(52:1)	-0.605663468
hsa-miR-181a-5p	TG(52:2)	-0.210239484
hsa-miR-23b-5p	TG(52:2)	0.233182634
hsa-miR-338-3p	TG(52:2)	-0.342298968
hsa-miR-4454	TG(52:2)	-0.25322836
hsa-miR-503-5p	TG(52:2)	-0.395758034
hsa-miR-101-3p	TG(52:3)	-0.145830664
hsa-miR-1180-3p	TG(52:3)	-0.485417204
hsa-miR-125a-5p	TG(52:3)	0.209543408
hsa-miR-181a-5p	TG(52:3)	-0.136542055
hsa-miR-20a-5p	TG(52:3)	-0.54805888
hsa-miR-23b-5p	TG(52:3)	0.430904041
hsa-miR-338-3p	TG(52:3)	-0.45184819
hsa-miR-4454	TG(52:3)	-0.129682224
hsa-miR-495-3p	TG(52:3)	-0.398285511
hsa-miR-503-5p	TG(52:3)	-0.427314946
hsa-miR-7706	Arachidonic acid	0.966048916
hsa-miR-874-3p	TG(52:3)	-0.380622323
hsa-miR-101-3p	TG(52:4)	-0.201868647
hsa-miR-1180-3p	TG(52:4)	-0.470846312
hsa-miR-125b-5p	TG(52:4)	0.209538618
hsa-miR-145-3p	TG(52:4)	0.434127656
hsa-miR-181a-3p	TG(52:4)	-0.274032258
hsa-miR-185-5p	TG(52:4)	-0.231727866
hsa-miR-30a-3p	TG(52:4)	-0.022092748
hsa-miR-338-3p	TG(52:4)	-0.33598212
hsa-miR-378a-3p	TG(52:4)	-0.288518039
hsa-miR-378i	TG(52:4)	-0.195902183
hsa-miR-532-5p	TG(52:4)	-0.249398005
hsa-miR-101-3p	TG(52:5)	-0.203689711
hsa-miR-1180-3p	TG(52:5)	-0.573306006
hsa-miR-145-3p	TG(52:5)	0.44040869
hsa-miR-185-5p	TG(52:5)	-0.301030905
hsa-miR-30a-3p	TG(52:5)	-0.190003374
hsa-miR-378a-3p	TG(52:5)	-0.29552209
hsa-miR-378i	TG(52:5)	-0.188288897
hsa-miR-7706	eicosatrienoate	0.781890589
hsa-miR-532-5p	TG(52:5)	-0.312425599
hsa-miR-874-3p	TG(52:5)	-0.464899119
hsa-miR-99b-5p	TG(52:5)	0.19211558
hsa-let-7g-5p	TG(52:6)	-0.216602031
hsa-miR-101-3p	TG(52:6)	-0.19754088
hsa-miR-106b-3p	TG(52:6)	-0.534577572
hsa-miR-1180-3p	TG(52:6)	-0.662714157
hsa-miR-1287-5p	TG(52:6)	-0.066266128
hsa-miR-181a-5p	TG(52:6)	-0.163145614
hsa-miR-181d-5p	TG(52:6)	-0.555331613
hsa-miR-185-5p	TG(52:6)	-0.339878315
hsa-miR-30a-3p	TG(52:6)	-0.19661167
hsa-miR-378a-3p	TG(52:6)	-0.202271326
hsa-miR-378i	TG(52:6)	-0.146920069
hsa-miR-505-5p	TG(52:6)	0.359248731
hsa-miR-7976	Aspartic acid	1.999720569
hsa-miR-874-3p	TG(52:6)	-0.564279098
hsa-miR-99b-5p	TG(52:6)	0.226778673
hsa-let-7g-5p	TG(52:7)	-0.20031767
hsa-miR-101-3p	TG(52:7)	-0.187951461
hsa-miR-1287-5p	TG(52:7)	-0.100125732
hsa-miR-181a-5p	TG(52:7)	-0.199069464
hsa-miR-7976	Xanthurenic acid	0.737965409
hsa-miR-181c-5p	TG(52:7)	-0.478278414
hsa-miR-7976	TG(55:3)	-0.61674025
hsa-miR-181d-5p	TG(52:7)	-0.608652708
hsa-miR-185-5p	TG(52:7)	-0.334385199
hsa-miR-27a-5p	TG(52:7)	-0.480469773
hsa-miR-30a-3p	TG(52:7)	-0.21448185
hsa-miR-4659a-3p	TG(52:7)	-0.395019367
hsa-miR-505-5p	TG(52:7)	0.363746942
hsa-miR-652-3p	TG(52:7)	-0.019540917
hsa-miR-874-3p	TG(52:7)	-0.538328306
hsa-miR-99b-5p	TG(52:7)	0.222681769
hsa-let-7f-5p	TG(53:2)	-0.130784053
hsa-let-7i-5p	TG(53:2)	-0.157775911
hsa-miR-1180-3p	TG(53:2)	-0.855918713
hsa-miR-125a-3p	TG(53:2)	-0.701712085
hsa-miR-125a-5p	TG(53:2)	0.298408419
hsa-miR-1307-5p	TG(53:2)	-0.521086224
hsa-miR-15b-3p	TG(53:2)	-0.639844994
hsa-miR-181a-5p	TG(53:2)	-0.321121332
hsa-miR-194-5p	TG(53:2)	-0.569706042
hsa-miR-21-5p	TG(53:2)	-0.144392219
hsa-miR-331-5p	TG(53:2)	-0.48791016
hsa-miR-338-3p	TG(53:2)	-0.43762539
hsa-miR-4454	TG(53:2)	-0.526250106
hsa-miR-451a	TG(53:2)	-0.153737578
hsa-miR-500b-3p	TG(53:2)	0.331239745
hsa-miR-503-5p	TG(53:2)	-0.623176222
hsa-miR-744-5p	TG(53:2)	-0.492899261
hsa-miR-98-5p	TG(53:2)	-0.604164462
hsa-miR-99a-5p	TG(53:2)	0.131891961
hsa-let-7a-5p	TG(53:3)	-0.114907049
hsa-let-7f-5p	TG(53:3)	-0.085485111
hsa-miR-10a-5p	TG(53:3)	0.156370314
hsa-miR-10b-5p	TG(53:3)	0.232332452
hsa-miR-1180-3p	TG(53:3)	-0.740088164
hsa-miR-125b-5p	TG(53:3)	0.151389953
hsa-miR-15b-3p	TG(53:3)	-0.607654028
hsa-miR-181a-5p	TG(53:3)	-0.153275584
hsa-miR-185-5p	TG(53:3)	-0.275389444
hsa-miR-206	TG(53:3)	-0.515351657
hsa-miR-27a-5p	TG(53:3)	-0.719926971
hsa-miR-29a-3p	TG(53:3)	0.133462877
hsa-miR-30d-5p	TG(53:3)	-0.099062978
hsa-miR-378a-3p	TG(53:3)	-0.264363281
hsa-miR-4659a-3p	TG(53:3)	-0.415667991
hsa-miR-99a-5p	TG(53:3)	0.138167768
hsa-miR-126-5p	TG(54:1)	-0.432116988
hsa-miR-146a-5p	TG(54:1)	-0.090075294
hsa-miR-150-5p	TG(54:1)	-0.362045208
hsa-miR-181a-5p	TG(54:1)	-0.29387133
hsa-miR-30b-5p	TG(54:1)	-0.589550364
hsa-miR-494-3p	TG(54:1)	-0.732917317
hsa-miR-503-5p	TG(54:1)	-0.852811991
hsa-miR-642a-3p	TG(54:1)	-0.661808606
hsa-miR-889-3p	TG(54:1)	-0.596120838
hsa-miR-125a-5p	TG(54:2)	0.186820837
hsa-miR-126-5p	TG(54:2)	-0.362080195
hsa-miR-150-5p	TG(54:2)	-0.376342277
hsa-miR-16-2-3p	TG(54:2)	-0.323271084
hsa-miR-181a-5p	TG(54:2)	-0.290058279
hsa-miR-30b-5p	TG(54:2)	-0.43725029
hsa-miR-338-3p	TG(54:2)	-0.472167081
hsa-miR-421	TG(54:2)	-0.364863509
hsa-miR-4454	TG(54:2)	-0.252537142
hsa-miR-503-5p	TG(54:2)	-0.838984307
hsa-miR-873-5p	ribothymidine	-0.04380054
hsa-miR-1180-3p	TG(54:3)	-0.596316296
hsa-miR-125a-5p	TG(54:3)	0.217876292
hsa-miR-125b-5p	TG(54:3)	0.15843897
hsa-miR-150-5p	TG(54:3)	-0.226986138
hsa-miR-16-2-3p	TG(54:3)	-0.273386567
hsa-miR-181a-5p	TG(54:3)	-0.172769824
hsa-miR-20a-5p	TG(54:3)	-0.627414986
hsa-miR-338-3p	TG(54:3)	-0.485263172
hsa-miR-500b-3p	TG(54:3)	0.232930217
hsa-miR-503-5p	TG(54:3)	-0.593519995
hsa-miR-1180-3p	TG(54:4)	-0.630439186
hsa-miR-125b-5p	TG(54:4)	0.186319692
hsa-miR-145-3p	TG(54:4)	0.248671972
hsa-miR-185-5p	TG(54:4)	-0.240805848
hsa-miR-378a-3p	TG(54:4)	-0.327927775
hsa-miR-378i	TG(54:4)	-0.150748788
hsa-miR-500a-3p	TG(54:4)	0.228852263
hsa-miR-101-3p	TG(54:5)	-0.156088401
hsa-miR-125b-5p	TG(54:5)	0.194916707
hsa-miR-1287-5p	TG(54:5)	-0.162532562
hsa-miR-145-3p	TG(54:5)	0.240194493
hsa-miR-185-5p	TG(54:5)	-0.249339054
hsa-miR-30a-3p	TG(54:5)	-0.187437767
hsa-miR-378a-3p	TG(54:5)	-0.360206956
hsa-miR-378i	TG(54:5)	-0.206323277
hsa-miR-500a-3p	TG(54:5)	0.196041235
hsa-miR-101-3p	TG(54:6)	-0.174332684
hsa-miR-1287-5p	TG(54:6)	-0.167235873
hsa-miR-145-3p	TG(54:6)	0.356496965
hsa-miR-185-5p	TG(54:6)	-0.280199109
hsa-miR-192-5p	TG(54:6)	-0.228608508
hsa-miR-199a-3pXhsa-miR-199b-3p	TG(54:6)	-0.133082897
hsa-miR-30a-3p	TG(54:6)	-0.19709005
hsa-miR-378a-3p	TG(54:6)	-0.358875761
hsa-miR-378i	TG(54:6)	-0.191468668
hsa-miR-101-3p	TG(54:7)	-0.149871884
hsa-miR-1287-5p	TG(54:7)	-0.057126993
hsa-miR-181b-5p	TG(54:7)	-0.270004462
hsa-miR-199a-3pXhsa-miR-199b-3p	TG(54:7)	-0.08282497
hsa-miR-30a-3p	TG(54:7)	-0.176376751
hsa-miR-532-5p	TG(54:7)	-0.462542764
hsa-miR-101-3p	TG(54:8)	-0.227116253
hsa-miR-1180-3p	TG(54:8)	-0.704375148
hsa-miR-125a-5p	TG(54:8)	0.224748118
hsa-miR-181d-5p	TG(54:8)	-0.563452381
hsa-miR-874-3p	N-Acetyl-L-Glutamine	-0.891082196
hsa-miR-185-5p	TG(54:8)	-0.375783145
hsa-miR-30a-3p	TG(54:8)	-0.180618564
hsa-miR-451a	TG(54:8)	-0.314221979
hsa-miR-4659a-3p	TG(54:8)	-0.504123288
hsa-miR-505-5p	TG(54:8)	0.2936066
hsa-miR-874-3p	TG(54:8)	-0.680206259
hsa-miR-99b-5p	TG(54:8)	0.217012781
hsa-miR-101-3p	TG(54:9)	-0.184923222
hsa-miR-106b-3p	TG(54:9)	-0.356370283
hsa-miR-181a-5p	TG(54:9)	-0.194691958
hsa-miR-181b-5p	TG(54:9)	-0.390395252
hsa-miR-181c-5p	TG(54:9)	-0.392802094
hsa-miR-181d-5p	TG(54:9)	-0.695993211
hsa-miR-185-5p	TG(54:9)	-0.342736578
hsa-miR-27a-5p	TG(54:9)	-0.374659251
hsa-miR-30a-3p	TG(54:9)	-0.258916626
hsa-miR-328-3p	TG(54:9)	-0.368031347
hsa-miR-4659a-3p	TG(54:9)	-0.468262285
hsa-miR-493-5p	TG(54:9)	-0.436691738
hsa-miR-766-3p	TG(54:9)	-0.317575899
hsa-miR-874-3p	TG(54:9)	-0.529044964
hsa-miR-99b-5p	TG(54:9)	0.214638741
hsa-miR-125a-5p	TG(55:2)	0.218100231
hsa-miR-15b-3p	TG(55:2)	-0.626016479
hsa-miR-874-3p	homocitrulline	-0.095359526
hsa-miR-181a-5p	TG(55:2)	-0.287093565
hsa-miR-30b-5p	TG(55:2)	-0.550746007
hsa-miR-331-5p	TG(55:2)	-0.574492181
hsa-miR-451a	TG(55:2)	-0.1230664
hsa-miR-500a-3p	TG(55:2)	0.073002083
hsa-miR-500b-3p	TG(55:2)	0.314919198
hsa-miR-1180-3p	TG(55:3)	-0.882848562
hsa-miR-15b-3p	TG(55:3)	-0.653962704
hsa-miR-185-5p	TG(55:3)	-0.257045423
hsa-miR-330-3p	TG(55:3)	-0.428265031
hsa-miR-500a-3p	TG(55:3)	0.158339333
hsa-miR-877-5p	T4	0.670194478
hsa-miR-877-5p	LPC(22:6)	-0.800623852
hsa-miR-877-5p	cortisol	-0.695943906
hsa-miR-500b-3p	TG(55:3)	0.233364954
hsa-miR-628-3p	TG(55:3)	-0.297754367
hsa-miR-99a-5p	TG(55:3)	0.125437625
hsa-miR-125a-5p	TG(56:1)	0.130506479
hsa-miR-126-5p	TG(56:1)	-0.400919646
hsa-miR-146a-5p	TG(56:1)	-0.082267505
hsa-miR-150-5p	TG(56:1)	-0.41153371
hsa-miR-16-2-3p	TG(56:1)	-0.345302299
hsa-miR-181a-5p	TG(56:1)	-0.215325666
hsa-miR-30b-5p	TG(56:1)	-0.550366077
hsa-miR-421	TG(56:1)	-0.266132826
hsa-miR-451a	TG(56:1)	-0.099567913
hsa-miR-500b-3p	TG(56:1)	0.170189334
hsa-miR-503-5p	TG(56:1)	-0.781917734
hsa-miR-642a-3p	TG(56:1)	-0.638765309
hsa-miR-106a-5p	TG(56:2)	-0.319128627
hsa-miR-877-5p	12.13-diHOME	-1.104268322
hsa-miR-126-5p	TG(56:2)	-0.35191646
hsa-miR-150-5p	TG(56:2)	-0.433302201
hsa-miR-181a-5p	TG(56:2)	-0.206233737
hsa-miR-1908-5p	TG(56:2)	0.405823336
hsa-miR-30b-5p	TG(56:2)	-0.44324013
hsa-miR-421	TG(56:2)	-0.215423892
hsa-miR-451a	TG(56:2)	-0.092406935
hsa-miR-500a-3p	TG(56:2)	0.010875777
hsa-miR-500b-3p	TG(56:2)	0.21101957
hsa-miR-1-3p	TG(56:3)	0.389193178
hsa-miR-150-5p	TG(56:3)	-0.399283336
hsa-miR-181a-5p	TG(56:3)	-0.184139717
hsa-miR-1908-5p	TG(56:3)	0.516517065
hsa-miR-500a-3p	TG(56:3)	0.093599387
hsa-miR-500b-3p	TG(56:3)	0.204270215
hsa-miR-548av-5pXhsa-miR-548k	TG(56:3)	0.38269338
hsa-miR-628-3p	TG(56:3)	-0.503677958
hsa-miR-654-5p	TG(56:3)	0.231440612
hsa-miR-671-3p	TG(56:3)	0.168237762
hsa-miR-145-3p	TG(56:4)	0.220249949
hsa-miR-30a-3p	TG(56:4)	-0.280495986
hsa-miR-885-5p	Aspartic acid	1.300078725
hsa-miR-330-3p	TG(56:4)	-0.367163889
hsa-miR-363-3p	TG(56:4)	0.174986582
hsa-miR-378a-3p	TG(56:4)	-0.265169058
hsa-miR-378i	TG(56:4)	-0.154383775
hsa-miR-671-3p	TG(56:4)	0.284573526
hsa-miR-122-5p	TG(56:5)	-0.15687256
hsa-miR-182-5p	TG(56:5)	0.228787149
hsa-miR-25-3p	TG(56:5)	0.219799429
hsa-miR-374a-5p	TG(56:5)	0.159325202
hsa-miR-7706	TG(56:5)	0.380818601
hsa-miR-92b-5p	TG(56:5)	0.474817106
hsa-miR-122-5p	TG(56:6)	-0.083306806
hsa-miR-150-5p	TG(56:6)	0.275872578
hsa-miR-885-5p	15-HETE	0.778232537
hsa-miR-374a-5p	TG(56:6)	0.290150522
hsa-miR-483-5p	TG(56:6)	-0.437165542
hsa-miR-7706	TG(56:6)	0.413266148
hsa-miR-874-3p	TG(56:6)	-0.530473209
hsa-miR-92b-5p	TG(56:6)	0.481600338
hsa-miR-885-5p	N-Acetyl-L-Glutamic acid	-0.017097957
hsa-miR-1180-3p	TG(56:7)	-0.330968488
hsa-miR-122-5p	TG(56:7)	-0.087995622
hsa-miR-1255b-5p	TG(56:7)	-0.408765333
hsa-miR-145-3p	TG(56:7)	0.360745566
hsa-miR-15b-3p	TG(56:7)	-0.192562411
hsa-miR-181a-3p	TG(56:7)	-0.070803716
hsa-miR-181c-5p	TG(56:7)	-0.122888766
hsa-miR-181d-5p	TG(56:7)	-0.266794391
hsa-miR-185-5p	TG(56:7)	-0.195662426
hsa-miR-30a-3p	TG(56:7)	-0.037303215
hsa-miR-338-3p	TG(56:7)	-0.15039473
hsa-miR-371b-5p	TG(56:7)	-0.276198433
hsa-miR-374a-5p	TG(56:7)	0.340347136
hsa-miR-4659a-3p	TG(56:7)	-0.240017677
hsa-miR-651-5p	TG(56:7)	-0.239913985
hsa-miR-766-3p	TG(56:7)	-0.227632978
hsa-miR-874-3p	TG(56:7)	-0.456715363
hsa-miR-92b-5p	TG(56:7)	0.574591049
hsa-miR-122-5p	TG(56:8)	-0.10642519
hsa-miR-1255b-5p	TG(56:8)	-0.406813
hsa-miR-145-3p	TG(56:8)	0.468935814
hsa-miR-181d-5p	TG(56:8)	-0.333998562
hsa-miR-185-5p	TG(56:8)	-0.19221675
hsa-miR-30a-3p	TG(56:8)	-0.135168168
hsa-miR-371b-5p	TG(56:8)	-0.238520745
hsa-miR-374a-5p	TG(56:8)	0.345563869
hsa-miR-4659a-3p	TG(56:8)	-0.323712612
hsa-miR-766-3p	TG(56:8)	-0.277799149
hsa-miR-874-3p	TG(56:8)	-0.452413892
hsa-miR-101-3p	TG(56:9)	-0.184817988
hsa-miR-122-5p	TG(56:9)	-0.112774677
hsa-miR-1287-5p	TG(56:9)	-0.128986514
hsa-miR-145-3p	TG(56:9)	0.43485614
hsa-miR-181d-5p	TG(56:9)	-0.490950158
hsa-miR-185-5p	TG(56:9)	-0.309910008
hsa-miR-30a-3p	TG(56:9)	-0.210263453
hsa-miR-378a-3p	TG(56:9)	-0.21603984
hsa-miR-378i	TG(56:9)	-0.138066346
hsa-miR-4659a-3p	TG(56:9)	-0.43446894
hsa-miR-766-3p	TG(56:9)	-0.285719658
hsa-miR-874-3p	TG(56:9)	-0.527041033
hsa-miR-99b-5p	TG(56:9)	0.163368926
hsa-miR-122-5p	TG(58:10)	-0.090454165
hsa-miR-145-3p	TG(58:10)	0.403580483
hsa-miR-192-5p	TG(58:10)	-0.066280163
hsa-miR-30a-3p	TG(58:10)	-0.200970205
hsa-miR-766-3p	TG(58:10)	-0.240744249
hsa-miR-122-5p	TG(58:11)	-0.077284173
hsa-miR-145-3p	TG(58:11)	0.454734782
hsa-miR-185-5p	TG(58:11)	-0.238683442
hsa-miR-23a-3p	TG(58:11)	0.278218121
hsa-miR-23b-3p	TG(58:11)	0.426091524
hsa-miR-30a-3p	TG(58:11)	-0.194346002
hsa-miR-130b-5p	theophylline	0.169058985
hsa-miR-145-5p	theophylline	0.473137768
hsa-miR-320c	theophylline	-0.248030699
hsa-miR-3928-3p	theophylline	0.254235584
hsa-miR-502-3p	theophylline	0.100282352
hsa-miR-873-5p	theophylline	0.316279753
hsa-let-7a-3p	thiamine	0.300400978
hsa-let-7i-3p	thiamine	0.291220237
hsa-let-7i-5p	thiamine	0.054135321
hsa-miR-100-5p	thiamine	-0.121369898
hsa-miR-106a-5p	thiamine	0.416926966
hsa-miR-125b-2-3p	thiamine	0.362755337
hsa-miR-125b-5p	thiamine	-0.022356888
hsa-miR-1292-5p	thiamine	0.16367764
hsa-miR-1294	thiamine	0.336719202
hsa-miR-1307-5p	thiamine	0.12903875
hsa-miR-130a-3p	thiamine	0.186732691
hsa-miR-143-3p	thiamine	0.195255506
hsa-miR-144-3p	thiamine	0.2700895
hsa-miR-146a-5p	thiamine	0.146990196
hsa-miR-148a-5p	thiamine	0.216213626
hsa-miR-151a-5pXhsa-miR-151b	thiamine	0.075969221
hsa-miR-151b	thiamine	0.162227981
hsa-miR-15a-5p	thiamine	0.072677994
hsa-miR-16-5p	thiamine	0.228604489
hsa-miR-181a-5p	thiamine	0.10206207
hsa-miR-181b-5p	thiamine	0.208062054
hsa-miR-181c-3p	thiamine	0.178436011
hsa-miR-1843	thiamine	0.224397019
hsa-miR-197-3p	thiamine	0.314569833
hsa-miR-199a-3pXhsa-miR-199b-3p	thiamine	0.292714496
hsa-miR-21-3p	thiamine	0.280209664
hsa-miR-223-3p	thiamine	0.396765121
hsa-miR-223-5p	thiamine	0.193798411
hsa-miR-22-5p	thiamine	0.282304569
hsa-miR-24-3p	thiamine	0.149603354
hsa-miR-26b-3p	thiamine	0.369670293
hsa-miR-26b-5p	thiamine	0.235063825
hsa-miR-27a-3p	thiamine	0.258733143
hsa-miR-28-5p	thiamine	0.081750439
hsa-miR-30e-5p	thiamine	0.115177518
hsa-miR-323a-3p	thiamine	0.348795994
hsa-miR-323b-3p	thiamine	0.252084617
hsa-miR-32-5p	thiamine	0.066921879
hsa-miR-335-5p	thiamine	0.371753531
hsa-miR-338-5p	thiamine	0.22357953
hsa-miR-339-3p	thiamine	0.259474138
hsa-miR-339-5p	thiamine	0.300794827
hsa-miR-92a-3p	dimethylurate	-0.16032557
hsa-miR-345-5p	thiamine	0.19582999
hsa-miR-3605-3p	thiamine	0.531431511
hsa-miR-362-5p	thiamine	0.165922563
hsa-miR-363-3p	thiamine	0.176980657
hsa-miR-3688-3p	thiamine	0.071881175
hsa-miR-92a-3p	PC(P-34:4)/PC(O-34:5)	-0.005301532
hsa-miR-374a-3p	thiamine	0.192160512
hsa-miR-381-3p	thiamine	0.156068232
hsa-miR-409-5p	thiamine	0.298712779
hsa-miR-424-3p	thiamine	0.239134605
hsa-miR-92b-3p	Anthranilic acid	0.412674247
hsa-miR-424-5p	thiamine	0.375151976
hsa-miR-92b-3p	hypoxanthine	0.393882577
hsa-miR-425-5p	thiamine	0.276904534
hsa-miR-92b-3p	hypoxanthine	0.392973087
hsa-miR-4446-3p	thiamine	0.222979645
hsa-miR-451a	thiamine	0.186230699
hsa-miR-4662a-5p	thiamine	0.161441464
hsa-miR-493-3p	thiamine	0.127048667
hsa-miR-494-3p	thiamine	0.21973502
hsa-miR-92b-3p	oleoyl-EA	-0.398952245
hsa-miR-92b-3p	1-methylguanine	-0.359996663
hsa-miR-495-3p	thiamine	0.224110729
hsa-miR-501-3p	thiamine	-0.127845141
hsa-miR-505-3p	thiamine	0.325196304
hsa-miR-548av-3pXhsa-miR-548o-3p	thiamine	0.251035565
hsa-miR-574-5p	thiamine	0.177112137
hsa-miR-625-3p	thiamine	0.41908312
hsa-miR-625-5p	thiamine	0.120240895
hsa-miR-642a-3p	thiamine	0.2433973
hsa-miR-651-5p	thiamine	0.085168636
hsa-miR-92b-5p	Arachidonic acid	1.01282547
hsa-miR-652-3p	thiamine	0.325371893
hsa-miR-660-5p	thiamine	0.203307309
hsa-miR-744-5p	thiamine	0.189405219
hsa-miR-99b-5p	thiamine	-0.172315814
hsa-let-7e-5p	threonine	0.246935102
hsa-miR-150-3p	threonine	0.383341865
hsa-miR-19b-3p	threonine	0.213939418
hsa-miR-769-5p	threonine	0.345950965
hsa-miR-92b-5p	threonine	-0.202186287
hsa-let-7g-5p	thyroxine	-0.356678788
hsa-miR-10a-5p	thyroxine	0.04502285
hsa-miR-10b-5p	thyroxine	0.021363838
hsa-miR-142-3p	thyroxine	-0.501999936
hsa-miR-145-5p	thyroxine	-0.457084166
hsa-miR-199a-3pXhsa-miR-199b-3p	thyroxine	-0.203561945
hsa-miR-27a-3p	thyroxine	-0.140696431
hsa-miR-29b-3p	thyroxine	-0.204138045
hsa-miR-323b-3p	thyroxine	0.399813246
hsa-miR-4433b-3p	thyroxine	-0.436958379
hsa-miR-651-5p	thyroxine	-0.32975275
hsa-miR-885-5p	thyroxine	-0.123481577
hsa-let-7a-5p	trigonelline	0.01509749
hsa-miR-10399-5p	trigonelline	0.222876756
hsa-miR-122-5p	trigonelline	0.125879911
hsa-miR-125b-1-3p	trigonelline	0.337215943
hsa-miR-130b-5p	trigonelline	0.057934766
hsa-miR-1468-5p	trigonelline	0.338272692
hsa-miR-146b-3p	trigonelline	0.264788499
hsa-miR-148a-3p	trigonelline	-0.151652726
hsa-miR-193a-5p	trigonelline	0.153494154
hsa-miR-206	trigonelline	0.162998607
hsa-miR-22-3p	trigonelline	-0.080189208
hsa-miR-320b	trigonelline	-0.1034847
hsa-miR-320c	trigonelline	-0.166485781
hsa-miR-379-5p	trigonelline	0.10948264
hsa-miR-3928-3p	trigonelline	0.103053365
hsa-miR-423-3p	trigonelline	-0.166254366
hsa-miR-423-5p	trigonelline	-0.077032461
hsa-miR-4659b-3p	trigonelline	0.195154575
hsa-miR-4738-3p	trigonelline	0.116118286
hsa-miR-493-3p	trigonelline	0.181005412
hsa-miR-93-3p	Aspartic acid	1.751592754
hsa-miR-493-5p	trigonelline	0.27953784
hsa-miR-93-3p	C14 carnitine	-0.897428483
hsa-miR-93-3p	10-HDoHE/14-HDoHE	1.158255461
hsa-miR-500b-3p	trigonelline	-0.294067449
hsa-miR-5010-5p	trigonelline	0.334320747
hsa-miR-574-3p	trigonelline	0.265123484
hsa-miR-576-3p	trigonelline	0.197401138
hsa-miR-654-5p	trigonelline	0.270640846
hsa-miR-656-3p	trigonelline	0.114072374
hsa-miR-671-3p	trigonelline	0.126414286
hsa-miR-6842-3p	trigonelline	0.355627808
hsa-miR-6852-5p	trigonelline	0.14144031
hsa-miR-7-5p	trigonelline	0.243574087
hsa-miR-766-5p	trigonelline	0.330392472
hsa-miR-93-3p	Adipic acid	-0.778740844
hsa-miR-769-5p	trigonelline	0.168373101
hsa-miR-885-5p	trigonelline	0.133261075
hsa-miR-93-3p	LPC(18:3)	-1.112561137
hsa-miR-92a-3p	trigonelline	-0.114061691
hsa-let-7b-5p	trimethylamine-N-oxide	0.069670124
hsa-let-7c-5p	trimethylamine-N-oxide	0.351596835
hsa-let-7e-5p	trimethylamine-N-oxide	0.159431075
hsa-miR-10b-3p	trimethylamine-N-oxide	0.572277696
hsa-miR-122-5p	trimethylamine-N-oxide	0.260216102
hsa-miR-125b-2-3p	trimethylamine-N-oxide	0.273599183
hsa-miR-93-3p	12-HETE	0.913167788
hsa-miR-128-3p	trimethylamine-N-oxide	0.357491322
hsa-miR-1301-3p	trimethylamine-N-oxide	0.335648732
hsa-miR-1307-3p	trimethylamine-N-oxide	0.413069372
hsa-miR-130b-5p	trimethylamine-N-oxide	0.346450721
hsa-miR-15b-5p	trimethylamine-N-oxide	0.311191021
